Bar,InstrumentID,Time,ActionDay,TradingDay,OpenPrice,HighestPrice,LowestPrice,ClosePrice,VolumeWeightedAveragePrice,Volume,Turnover,OpenInterest
60,IC2006,09:30:00,20200317,20200317,5100.2,5100.2,5100.2,5100.2,5100.2,42,42840000,52810.0
60,IC2006,09:31:00,20200317,20200317,5139.0,5140.2,5123.6,5125.2,5547.391526062567,1219,1251020000,52160.0
60,IC2006,09:32:00,20200317,20200317,5125.2,5125.2,5069.4,5072.6,5495.2859836580765,946,961730000,51604.0
60,IC2006,09:33:00,20200317,20200317,5074.2,5095.6,5074.2,5080.6,5499.847016828149,530,539260000,51374.0
60,IC2006,09:34:00,20200317,20200317,5080.2,5089.2,5077.0,5082.8,5494.960306841495,303,308020000,51254.0
60,IC2006,09:35:00,20200317,20200317,5082.8,5085.0,5063.8,5066.6,5485.0422942026,262,265860000,51144.0
60,IC2006,09:36:00,20200317,20200317,5063.6,5071.8,5053.8,5056.2,5470.776194914126,406,410910000,51058.0
60,IC2006,09:37:00,20200317,20200317,5056.2,5059.2,5040.2,5040.6,5457.6348500399135,474,478580000,50948.0
60,IC2006,09:38:00,20200317,20200317,5040.6,5052.4,5039.6,5046.6,5453.210435869396,346,349060000,50879.0
60,IC2006,09:39:00,20200317,20200317,5047.8,5047.8,5020.2,5023.4,5437.81025923883,392,394350000,50828.0
60,IC2006,09:40:00,20200317,20200317,5023.4,5027.0,5011.0,5011.0,5426.365140650855,392,393520000,50728.0
60,IC2006,09:41:00,20200317,20200317,5011.0,5043.2,5011.0,5041.0,5438.274378891956,421,423560000,50651.0
60,IC2006,09:42:00,20200317,20200317,5041.0,5041.6,5026.6,5041.4,5442.64737178123,254,255750000,50611.0
60,IC2006,09:43:00,20200317,20200317,5041.4,5045.0,5032.6,5045.0,5448.286275101917,179,180420000,50581.0
60,IC2006,09:44:00,20200317,20200317,5044.4,5059.8,5044.4,5057.0,5464.222843533189,261,263840000,50519.0
60,IC2006,09:45:00,20200317,20200317,5057.0,5057.6,5049.4,5057.6,5464.127764127764,220,222390000,50479.0
60,IC2006,09:46:00,20200317,20200317,5057.6,5059.8,5046.2,5050.0,5463.155463155463,234,236500000,50545.0
60,IC2006,09:47:00,20200317,20200317,5050.0,5055.4,5037.2,5039.0,5456.290773532152,290,292730000,50596.0
60,IC2006,09:48:00,20200317,20200317,5039.0,5056.8,5035.0,5051.0,5457.316347184189,227,229180000,50627.0
60,IC2006,09:49:00,20200317,20200317,5053.4,5053.8,5038.8,5042.2,5454.460240587408,173,174570000,50630.0
60,IC2006,09:50:00,20200317,20200317,5042.0,5048.6,5035.2,5035.2,5451.6912121702535,167,168430000,50648.0
60,IC2006,09:51:00,20200317,20200317,5034.6,5039.8,5026.4,5027.2,5439.497588875182,241,242520000,50658.0
60,IC2006,09:52:00,20200317,20200317,5027.2,5033.6,5022.8,5022.8,5436.475845924665,127,127730000,50619.0
60,IC2006,09:53:00,20200317,20200317,5023.0,5029.0,5018.8,5021.2,5430.902600713921,212,213000000,50560.0
60,IC2006,09:54:00,20200317,20200317,5018.8,5037.2,5016.4,5037.2,5431.979465499019,179,179880000,50517.0
60,IC2006,09:55:00,20200317,20200317,5034.8,5034.8,5007.8,5014.0,5425.061425061425,264,264960000,50456.0
60,IC2006,09:56:00,20200317,20200317,5011.2,5030.8,5011.2,5023.4,5429.514021063316,213,213950000,50411.0
60,IC2006,09:57:00,20200317,20200317,5022.8,5029.6,5006.4,5012.2,5421.914525362801,203,203620000,50426.0
60,IC2006,09:58:00,20200317,20200317,5012.2,5018.4,5005.2,5005.8,5415.35400431106,163,163300000,50426.0
60,IC2006,09:59:00,20200317,20200317,5007.6,5010.0,4997.4,4997.4,5408.628812298537,218,218130000,50413.0
60,IC2006,10:00:00,20200317,20200317,4997.4,5006.6,4996.0,4997.6,5406.458406458406,154,154030000,50372.0
60,IC2006,10:01:00,20200317,20200317,4997.2,5016.0,4997.2,5015.2,5413.974950560317,164,164260000,50311.0
60,IC2006,10:02:00,20200317,20200317,5012.0,5016.8,5004.4,5010.4,5414.509246088193,95,95160000,50291.0
60,IC2006,10:03:00,20200317,20200317,5011.0,5022.8,5007.4,5021.6,5420.77857674188,109,109310000,50262.0
60,IC2006,10:04:00,20200317,20200317,5019.2,5021.8,5012.8,5018.0,5424.324324324324,80,80280000,50267.0
60,IC2006,10:05:00,20200317,20200317,5018.0,5018.0,5003.2,5003.2,5413.04347826087,92,92130000,50262.0
60,IC2006,10:06:00,20200317,20200317,5005.4,5005.4,4991.2,4993.0,5402.602602602603,135,134930000,50268.0
60,IC2006,10:07:00,20200317,20200317,4991.2,4997.6,4986.2,4993.0,5396.396396396397,144,143760000,50247.0
60,IC2006,10:08:00,20200317,20200317,4992.2,4996.8,4990.0,4993.8,5398.234969663541,98,97870000,50229.0
60,IC2006,10:09:00,20200317,20200317,4989.8,4989.8,4972.6,4972.6,5383.728906571546,197,196210000,50194.0
60,IC2006,10:10:00,20200317,20200317,4972.6,4982.6,4972.6,4973.2,5379.635449402891,172,171180000,50186.0
60,IC2006,10:11:00,20200317,20200317,4972.8,4978.6,4968.0,4968.0,5374.894057820887,287,285380000,50239.0
60,IC2006,10:12:00,20200317,20200317,4968.0,4970.8,4964.8,4967.6,5369.586453923804,249,247350000,50232.0
60,IC2006,10:13:00,20200317,20200317,4967.6,4983.8,4966.0,4983.8,5379.495197677015,242,240840000,50169.0
60,IC2006,10:14:00,20200317,20200317,4983.8,4983.8,4963.2,4968.2,5373.552123552124,168,167010000,50200.0
60,IC2006,10:15:00,20200317,20200317,4968.2,4970.2,4957.8,4957.8,5365.376186997808,185,183630000,50232.0
60,IC2006,10:16:00,20200317,20200317,4957.6,4965.6,4953.4,4957.0,5359.15915915916,180,178460000,50242.0
60,IC2006,10:17:00,20200317,20200317,4957.6,4961.6,4943.0,4943.8,5352.844557264447,181,179240000,50240.0
60,IC2006,10:18:00,20200317,20200317,4945.0,4948.8,4932.2,4937.2,5340.145023071852,328,324040000,50202.0
60,IC2006,10:19:00,20200317,20200317,4938.6,4938.6,4904.8,4906.4,5316.458690638122,457,449480000,50200.0
60,IC2006,10:20:00,20200317,20200317,4905.2,4927.2,4905.2,4918.8,5318.77667140825,380,373910000,50144.0
60,IC2006,10:21:00,20200317,20200317,4920.0,4948.0,4918.0,4940.0,5335.192335192335,378,373090000,50120.0
60,IC2006,10:22:00,20200317,20200317,4930.4,4943.8,4925.0,4927.4,5336.909428512482,262,258680000,50098.0
60,IC2006,10:23:00,20200317,20200317,4929.6,4943.8,4923.0,4934.6,5333.27856732112,329,324610000,50059.0
60,IC2006,10:24:00,20200317,20200317,4934.6,4961.0,4930.2,4961.0,5349.40928952905,334,330540000,50080.0
60,IC2006,10:25:00,20200317,20200317,4960.8,4970.4,4956.6,4968.8,5365.3653653653655,189,187600000,50092.0
60,IC2006,10:26:00,20200317,20200317,4969.6,4973.4,4956.4,4959.2,5369.189189189189,100,99330000,50096.0
60,IC2006,10:27:00,20200317,20200317,4955.8,4962.6,4940.0,4940.0,5348.727368144844,206,203840000,50040.0
60,IC2006,10:28:00,20200317,20200317,4940.0,4952.8,4939.6,4951.8,5346.481616751887,222,219580000,49999.0
60,IC2006,10:29:00,20200317,20200317,4951.8,4951.8,4941.6,4942.0,5345.065996228787,43,42520000,49993.0
60,IC2006,10:31:00,20200317,20200317,4942.0,4978.4,4941.6,4977.6,5371.412649763165,291,289170000,50010.0
60,IC2006,10:32:00,20200317,20200317,4978.4,4979.0,4971.2,4976.0,5377.719182597231,82,81580000,50013.0
60,IC2006,10:33:00,20200317,20200317,4976.0,4977.6,4971.6,4977.2,5378.093883357041,95,94520000,50023.0
60,IC2006,10:34:00,20200317,20200317,4977.2,4988.8,4975.0,4988.8,5386.165826843793,118,117580000,50031.0
