Bar,InstrumentID,Time,ActionDay,TradingDay,OpenPrice,HighestPrice,LowestPrice,ClosePrice,VolumeWeightedAveragePrice,Volume,Turnover,OpenInterest
60,IC2007,09:30:00,20200615,20200615,5472.0,5472.0,5472.0,5472.0,5472.0,26,28450000,29179.0
60,IC2007,09:31:00,20200615,20200615,5489.0,5499.4,5479.6,5499.4,5934.01942868135,281,308480000,29017.0
60,IC2007,09:32:00,20200615,20200615,5499.4,5510.0,5498.4,5507.0,5950.671983458868,183,201460000,28915.0
60,IC2007,09:33:00,20200615,20200615,5506.8,5506.8,5497.8,5501.4,5947.270800211976,204,224450000,28761.0
60,IC2007,09:34:00,20200615,20200615,5501.4,5502.4,5491.8,5491.8,5941.132913735653,146,160470000,28681.0
60,IC2007,09:35:00,20200615,20200615,5491.8,5496.0,5489.8,5489.8,5938.149688149688,104,114250000,28622.0
60,IC2007,09:36:00,20200615,20200615,5490.0,5490.8,5481.6,5487.8,5931.5878378378375,320,351150000,28434.0
60,IC2007,09:37:00,20200615,20200615,5487.8,5495.0,5486.8,5493.8,5935.781935781935,234,256960000,28279.0
60,IC2007,09:38:00,20200615,20200615,5493.8,5495.0,5490.2,5492.0,5938.173467585232,153,168080000,28178.0
60,IC2007,09:39:00,20200615,20200615,5492.0,5493.0,5487.2,5490.6,5934.410019775874,164,180050000,28093.0
60,IC2007,09:40:00,20200615,20200615,5491.0,5492.2,5484.4,5485.0,5933.471933471934,156,171240000,28033.0
60,IC2007,09:41:00,20200615,20200615,5484.4,5487.0,5480.2,5481.4,5927.045927045927,143,156800000,27970.0
60,IC2007,09:42:00,20200615,20200615,5481.4,5483.8,5477.4,5482.2,5923.923923923923,108,118360000,27909.0
60,IC2007,09:43:00,20200615,20200615,5482.2,5487.6,5482.2,5486.2,5930.50193050193,56,61440000,27894.0
60,IC2007,09:44:00,20200615,20200615,5487.8,5490.8,5485.0,5488.4,5932.6079326079325,77,84510000,27856.0
60,IC2007,09:45:00,20200615,20200615,5489.6,5493.8,5488.4,5493.2,5936.847738827937,101,110930000,27808.0
60,IC2007,09:46:00,20200615,20200615,5493.8,5499.8,5493.8,5498.8,5943.57515410147,114,125350000,27773.0
60,IC2007,09:47:00,20200615,20200615,5498.8,5505.4,5498.2,5504.8,5948.319050758076,205,225590000,27762.0
60,IC2007,09:48:00,20200615,20200615,5504.4,5511.4,5504.4,5511.2,5955.045955045955,297,327200000,27671.0
60,IC2007,09:49:00,20200615,20200615,5511.2,5511.2,5507.8,5508.2,5956.241956241956,105,115700000,27652.0
60,IC2007,09:50:00,20200615,20200615,5509.8,5510.0,5508.0,5510.0,5955.955955955957,108,119000000,27636.0
60,IC2007,09:51:00,20200615,20200615,5510.6,5514.4,5508.6,5510.0,5958.247903075489,145,159830000,27621.0
60,IC2007,09:52:00,20200615,20200615,5511.0,5517.2,5511.0,5517.0,5961.97576887232,145,159930000,27624.0
60,IC2007,09:53:00,20200615,20200615,5516.8,5517.0,5506.4,5507.0,5957.856161245992,118,130060000,27631.0
60,IC2007,09:54:00,20200615,20200615,5506.6,5508.6,5504.2,5505.4,5952.8957528957535,70,77090000,27638.0
60,IC2007,09:55:00,20200615,20200615,5505.6,5507.8,5501.6,5505.0,5950.646298472386,115,126600000,27611.0
60,IC2007,09:56:00,20200615,20200615,5505.0,5509.6,5504.6,5507.4,5953.316953316954,66,72690000,27592.0
60,IC2007,09:57:00,20200615,20200615,5507.0,5514.0,5507.0,5511.4,5957.77027027027,128,141080000,27547.0
60,IC2007,09:58:00,20200615,20200615,5511.4,5511.4,5507.4,5510.8,5956.544780074192,51,56200000,27525.0
60,IC2007,09:59:00,20200615,20200615,5510.8,5514.4,5507.6,5511.8,5957.894736842105,95,104710000,27489.0
60,IC2007,10:00:00,20200615,20200615,5511.8,5516.0,5511.8,5513.6,5961.302211302212,88,97050000,27487.0
60,IC2007,10:01:00,20200615,20200615,5513.4,5513.4,5504.4,5507.0,5953.293098924167,103,113440000,27466.0
60,IC2007,10:02:00,20200615,20200615,5507.0,5512.4,5505.0,5510.8,5956.043956043956,91,100270000,27441.0
60,IC2007,10:03:00,20200615,20200615,5510.8,5513.8,5508.4,5512.6,5957.77027027027,96,105810000,27394.0
60,IC2007,10:04:00,20200615,20200615,5511.8,5512.2,5508.6,5511.8,5957.074721780605,68,74940000,27373.0
60,IC2007,10:05:00,20200615,20200615,5511.8,5515.8,5511.8,5515.2,5960.857409133271,58,63960000,27350.0
60,IC2007,10:06:00,20200615,20200615,5515.2,5515.2,5510.4,5514.8,5960.476605637897,93,102550000,27322.0
60,IC2007,10:07:00,20200615,20200615,5514.8,5516.2,5512.8,5516.2,5961.5615615615625,90,99260000,27302.0
60,IC2007,10:08:00,20200615,20200615,5516.2,5519.6,5516.2,5518.8,5965.12641673932,124,136840000,27274.0
60,IC2007,10:09:00,20200615,20200615,5518.8,5523.8,5518.8,5521.6,5969.5695695695695,135,149090000,27247.0
60,IC2007,10:10:00,20200615,20200615,5521.6,5523.0,5518.0,5522.2,5967.859751643535,111,122550000,27270.0
60,IC2007,10:11:00,20200615,20200615,5522.2,5526.6,5521.6,5525.0,5972.344437460717,129,142530000,27273.0
60,IC2007,10:12:00,20200615,20200615,5525.0,5525.0,5521.6,5522.2,5971.454600668085,89,98320000,27283.0
60,IC2007,10:13:00,20200615,20200615,5522.8,5525.0,5522.2,5522.8,5971.171171171171,120,132560000,27300.0
60,IC2007,10:14:00,20200615,20200615,5524.6,5525.6,5521.2,5521.6,5972.385428907169,92,101650000,27323.0
60,IC2007,10:15:00,20200615,20200615,5521.0,5525.4,5519.6,5523.8,5970.57057057057,90,99410000,27366.0
60,IC2007,10:16:00,20200615,20200615,5523.8,5525.0,5522.8,5525.0,5971.5504978662875,57,62970000,27373.0
60,IC2007,10:17:00,20200615,20200615,5525.0,5529.4,5525.0,5528.4,5975.657776982281,151,166930000,27418.0
60,IC2007,10:18:00,20200615,20200615,5528.4,5529.2,5526.8,5528.2,5976.554868121133,83,91770000,27429.0
60,IC2007,10:19:00,20200615,20200615,5528.2,5531.6,5528.2,5530.4,5979.075850043592,93,102870000,27437.0
60,IC2007,10:20:00,20200615,20200615,5531.2,5534.2,5529.2,5533.6,5979.788484136309,115,127220000,27454.0
60,IC2007,10:21:00,20200615,20200615,5533.6,5539.0,5532.2,5537.2,5984.81125753853,121,133970000,27470.0
60,IC2007,10:22:00,20200615,20200615,5537.2,5541.8,5536.4,5540.8,5988.2063882063885,110,121860000,27473.0
60,IC2007,10:23:00,20200615,20200615,5540.8,5541.8,5536.0,5539.0,5987.387387387388,60,66460000,27474.0
60,IC2007,10:24:00,20200615,20200615,5539.0,5540.0,5537.0,5539.4,5988.499137435308,94,104140000,27497.0
60,IC2007,10:25:00,20200615,20200615,5539.6,5540.0,5530.6,5530.6,5983.2923832923825,110,121760000,27468.0
60,IC2007,10:26:00,20200615,20200615,5530.6,5534.6,5530.6,5532.4,5980.991980991981,91,100690000,27465.0
60,IC2007,10:27:00,20200615,20200615,5532.4,5538.0,5531.8,5536.4,5982.724993034271,97,107360000,27468.0
60,IC2007,10:28:00,20200615,20200615,5536.6,5542.0,5536.6,5541.2,5988.468468468469,75,83090000,27477.0
60,IC2007,10:29:00,20200615,20200615,5541.2,5543.8,5541.2,5542.8,5992.277992277993,133,147440000,27468.0
60,IC2007,10:31:00,20200615,20200615,5542.6,5547.0,5540.0,5540.8,5992.893291698073,251,278280000,27475.0
60,IC2007,10:32:00,20200615,20200615,5541.4,5544.0,5537.0,5543.0,5989.568515884305,114,126320000,27488.0
60,IC2007,10:33:00,20200615,20200615,5543.0,5543.0,5537.8,5540.6,5989.3314366998575,76,84210000,27488.0
60,IC2007,10:34:00,20200615,20200615,5540.6,5545.4,5540.0,5545.4,5992.277992277993,63,69840000,27510.0
60,IC2007,10:35:00,20200615,20200615,5544.0,5545.0,5541.2,5544.4,5993.148077655121,71,78720000,27537.0
60,IC2007,10:36:00,20200615,20200615,5544.4,5547.8,5542.6,5544.4,5994.851994851994,84,93160000,27552.0
60,IC2007,10:37:00,20200615,20200615,5544.4,5546.4,5539.4,5542.0,5991.073642449789,109,120810000,27533.0
60,IC2007,10:38:00,20200615,20200615,5542.0,5542.0,5538.2,5540.6,5989.043097151205,74,81990000,27540.0
60,IC2007,10:39:00,20200615,20200615,5542.0,5543.6,5538.6,5538.8,5990.011750881316,92,101950000,27551.0
60,IC2007,10:40:00,20200615,20200615,5538.8,5540.2,5535.2,5535.2,5986.682334508421,69,76420000,27556.0
60,IC2007,10:41:00,20200615,20200615,5535.2,5535.2,5531.8,5531.8,5982.292637465051,58,64190000,27547.0
60,IC2007,10:42:00,20200615,20200615,5531.8,5537.8,5531.8,5534.2,5983.268983268983,42,46490000,27559.0
60,IC2007,10:43:00,20200615,20200615,5534.2,5536.4,5531.6,5531.6,5982.309582309582,55,60870000,27564.0
60,IC2007,10:44:00,20200615,20200615,5532.0,5532.0,5526.0,5526.2,5976.648648648648,125,138210000,27552.0
60,IC2007,10:45:00,20200615,20200615,5526.2,5532.8,5526.0,5531.6,5978.732831191848,61,67470000,27549.0
60,IC2007,10:46:00,20200615,20200615,5532.8,5536.0,5529.2,5535.4,5981.418918918919,64,70820000,27537.0
60,IC2007,10:47:00,20200615,20200615,5535.4,5538.8,5535.2,5538.0,5986.486486486487,40,44300000,27537.0
60,IC2007,10:48:00,20200615,20200615,5538.0,5539.8,5537.2,5539.8,5986.95246971109,29,32120000,27541.0
60,IC2007,10:49:00,20200615,20200615,5540.0,5541.2,5537.4,5538.2,5988.480283562251,61,67580000,27550.0
60,IC2007,10:50:00,20200615,20200615,5538.2,5539.4,5535.8,5537.0,5986.257443884562,59,65340000,27571.0
60,IC2007,10:51:00,20200615,20200615,5537.0,5537.2,5532.2,5532.2,5982.894286691755,79,87440000,27589.0
60,IC2007,10:52:00,20200615,20200615,5532.2,5536.6,5532.2,5534.0,5982.748706152961,47,52020000,27598.0
60,IC2007,10:53:00,20200615,20200615,5534.0,5534.2,5527.8,5528.8,5979.150579150579,70,77430000,27615.0
60,IC2007,10:54:00,20200615,20200615,5528.8,5534.4,5528.2,5531.6,5980.343980343981,55,60850000,27616.0
60,IC2007,10:55:00,20200615,20200615,5531.6,5532.4,5527.6,5528.2,5978.378378378378,55,60830000,27624.0
60,IC2007,10:56:00,20200615,20200615,5528.2,5529.0,5524.6,5528.4,5974.989915288422,67,74060000,27623.0
