Bar,InstrumentID,Time,ActionDay,TradingDay,OpenPrice,HighestPrice,LowestPrice,ClosePrice,VolumeWeightedAveragePrice,Volume,Turnover,OpenInterest
60,IC2106,09:30:00,20201217,20201217,5900.0,5900.0,5900.0,5900.0,5900.0,5,5900000,49506.0
60,IC2106,09:31:00,20201217,20201217,5900.0,5905.0,5894.6,5900.4,5899.0,104,122700000,49451.0
60,IC2106,09:32:00,20201217,20201217,5900.4,5913.6,5899.8,5913.6,5906.0,66,77970000,49413.0
60,IC2106,09:33:00,20201217,20201217,5913.6,5917.4,5909.0,5910.0,5913.0,78,92250000,49393.0
60,IC2106,09:34:00,20201217,20201217,5910.0,5915.0,5909.0,5909.0,5912.0,31,36660000,49380.0
60,IC2106,09:35:00,20201217,20201217,5909.0,5909.2,5905.0,5906.4,5908.0,31,36630000,49364.0
60,IC2106,09:36:00,20201217,20201217,5906.4,5913.8,5906.4,5910.8,5910.0,71,83930000,49332.0
60,IC2106,09:37:00,20201217,20201217,5910.8,5918.8,5910.0,5918.8,5914.0,66,78070000,49292.0
60,IC2106,09:38:00,20201217,20201217,5919.0,5921.4,5915.8,5918.2,5919.0,63,74580000,49254.0
60,IC2106,09:39:00,20201217,20201217,5918.2,5919.6,5916.0,5918.2,5918.0,36,42610000,49236.0
60,IC2106,09:40:00,20201217,20201217,5918.2,5918.8,5914.6,5914.6,5917.0,58,68640000,49185.0
60,IC2106,09:41:00,20201217,20201217,5914.6,5919.4,5914.6,5919.2,5918.0,36,42610000,49161.0
60,IC2106,09:42:00,20201217,20201217,5919.4,5921.4,5919.4,5919.4,5919.0,53,62750000,49134.0
60,IC2106,09:43:00,20201217,20201217,5919.0,5920.4,5918.0,5919.8,5920.0,29,34340000,49123.0
60,IC2106,09:44:00,20201217,20201217,5919.8,5921.4,5918.0,5918.2,5919.0,54,63930000,49087.0
60,IC2106,09:45:00,20201217,20201217,5918.2,5919.0,5916.0,5918.8,5918.0,46,54450000,49065.0
60,IC2106,09:46:00,20201217,20201217,5918.8,5920.0,5914.0,5916.8,5916.0,54,63900000,49042.0
60,IC2106,09:47:00,20201217,20201217,5916.8,5919.0,5913.2,5914.8,5916.0,59,69810000,49006.0
60,IC2106,09:48:00,20201217,20201217,5914.8,5917.0,5911.8,5916.0,5914.0,55,65060000,48970.0
60,IC2106,09:49:00,20201217,20201217,5916.0,5916.0,5905.2,5907.0,5909.0,48,56730000,48940.0
60,IC2106,09:50:00,20201217,20201217,5907.0,5911.0,5902.4,5903.8,5906.0,72,85060000,48889.0
60,IC2106,09:51:00,20201217,20201217,5903.8,5911.2,5903.8,5909.4,5908.0,62,73260000,48851.0
60,IC2106,09:52:00,20201217,20201217,5909.4,5909.8,5906.2,5908.0,5908.0,31,36630000,48830.0
60,IC2106,09:53:00,20201217,20201217,5908.0,5909.2,5905.4,5907.4,5906.0,22,25990000,48821.0
60,IC2106,09:54:00,20201217,20201217,5908.6,5910.0,5907.2,5907.4,5908.0,30,35450000,48795.0
60,IC2106,09:55:00,20201217,20201217,5907.4,5910.2,5905.6,5906.0,5907.0,34,40170000,48767.0
60,IC2106,09:56:00,20201217,20201217,5906.0,5907.4,5904.4,5906.0,5904.0,21,24800000,48750.0
60,IC2106,09:57:00,20201217,20201217,5906.0,5907.0,5900.6,5902.2,5903.0,46,54310000,48727.0
60,IC2106,09:58:00,20201217,20201217,5901.0,5902.0,5899.2,5899.4,5900.0,62,73160000,48716.0
60,IC2106,09:59:00,20201217,20201217,5899.2,5900.0,5896.2,5898.8,5898.0,28,33030000,48703.0
60,IC2106,10:00:00,20201217,20201217,5898.8,5898.8,5888.6,5888.6,5892.0,72,84850000,48671.0
60,IC2106,10:01:00,20201217,20201217,5888.6,5894.0,5884.6,5893.6,5888.0,73,85970000,48628.0
60,IC2106,10:02:00,20201217,20201217,5893.6,5897.2,5893.4,5896.4,5897.0,20,23590000,48618.0
60,IC2106,10:03:00,20201217,20201217,5895.8,5899.4,5895.8,5897.6,5896.0,32,37740000,48602.0
60,IC2106,10:04:00,20201217,20201217,5897.6,5898.2,5895.2,5896.6,5896.0,31,36560000,48592.0
60,IC2106,10:05:00,20201217,20201217,5896.6,5897.0,5893.6,5896.2,5893.0,15,17680000,48582.0
60,IC2106,10:06:00,20201217,20201217,5895.0,5896.2,5893.0,5895.4,5894.0,27,31830000,48566.0
60,IC2106,10:07:00,20201217,20201217,5895.4,5895.4,5887.6,5889.2,5890.0,27,31810000,48552.0
60,IC2106,10:08:00,20201217,20201217,5889.0,5894.2,5889.0,5892.4,5891.0,28,32990000,48535.0
60,IC2106,10:09:00,20201217,20201217,5892.4,5894.2,5891.2,5894.2,5893.0,15,17680000,48527.0
60,IC2106,10:10:00,20201217,20201217,5894.2,5895.0,5891.4,5893.8,5896.0,13,15330000,48526.0
60,IC2106,10:11:00,20201217,20201217,5893.8,5895.0,5890.4,5892.8,5891.0,34,40060000,48506.0
60,IC2106,10:12:00,20201217,20201217,5892.2,5897.2,5892.2,5894.6,5895.0,36,42450000,48490.0
60,IC2106,10:13:00,20201217,20201217,5894.6,5895.0,5888.8,5888.8,5891.0,50,58910000,48467.0
60,IC2106,10:14:00,20201217,20201217,5888.8,5891.8,5888.2,5891.8,5889.0,33,38870000,48459.0
60,IC2106,10:15:00,20201217,20201217,5891.8,5895.0,5891.8,5895.0,5893.0,8,9430000,48459.0
60,IC2106,10:16:00,20201217,20201217,5895.0,5895.0,5892.2,5892.6,5893.0,16,18860000,48460.0
60,IC2106,10:17:00,20201217,20201217,5892.6,5899.0,5892.6,5898.6,5896.0,14,16510000,48457.0
60,IC2106,10:18:00,20201217,20201217,5898.6,5899.2,5896.2,5897.8,5897.0,19,22410000,48455.0
60,IC2106,10:19:00,20201217,20201217,5897.8,5898.6,5895.8,5897.2,5896.0,13,15330000,48454.0
60,IC2106,10:20:00,20201217,20201217,5897.2,5897.2,5893.6,5894.8,5896.0,13,15330000,48454.0
60,IC2106,10:21:00,20201217,20201217,5894.8,5894.8,5891.2,5893.8,5893.0,16,18860000,48452.0
60,IC2106,10:22:00,20201217,20201217,5892.0,5896.4,5891.8,5892.6,5894.0,18,21220000,48453.0
60,IC2106,10:23:00,20201217,20201217,5892.6,5896.6,5890.0,5894.6,5893.0,23,27110000,48448.0
60,IC2106,10:24:00,20201217,20201217,5894.6,5894.6,5890.0,5890.0,5891.0,29,34170000,48450.0
60,IC2106,10:25:00,20201217,20201217,5889.6,5889.6,5880.8,5883.0,5884.0,76,89450000,48449.0
60,IC2106,10:26:00,20201217,20201217,5883.0,5888.8,5881.0,5887.8,5886.0,43,50620000,48448.0
60,IC2106,10:27:00,20201217,20201217,5887.6,5894.0,5887.6,5892.8,5892.0,38,44780000,48445.0
60,IC2106,10:28:00,20201217,20201217,5891.6,5894.0,5890.4,5891.4,5892.0,32,37710000,48446.0
60,IC2106,10:29:00,20201217,20201217,5892.0,5897.6,5892.0,5897.6,5893.0,23,27110000,48441.0
60,IC2106,10:31:00,20201217,20201217,5896.2,5901.4,5893.4,5900.0,5897.0,41,48360000,48436.0
60,IC2106,10:32:00,20201217,20201217,5900.0,5903.8,5898.4,5903.0,5902.0,25,29510000,48435.0
60,IC2106,10:33:00,20201217,20201217,5903.0,5907.8,5902.8,5906.6,5906.0,58,68510000,48421.0
60,IC2106,10:34:00,20201217,20201217,5906.2,5907.6,5906.0,5906.0,5906.0,32,37800000,48419.0
60,IC2106,10:35:00,20201217,20201217,5906.0,5907.8,5904.4,5904.4,5906.0,29,34260000,48419.0
60,IC2106,10:36:00,20201217,20201217,5904.4,5907.8,5904.2,5906.6,5905.0,27,31890000,48414.0
60,IC2106,10:37:00,20201217,20201217,5905.2,5909.4,5905.2,5907.4,5908.0,57,67360000,48403.0
60,IC2106,10:38:00,20201217,20201217,5907.4,5908.6,5906.6,5907.0,5905.0,9,10630000,48402.0
60,IC2106,10:39:00,20201217,20201217,5907.0,5911.8,5907.0,5911.8,5910.0,59,69740000,48393.0
60,IC2106,10:40:00,20201217,20201217,5912.0,5914.2,5909.4,5912.6,5912.0,37,43750000,48378.0
60,IC2106,10:41:00,20201217,20201217,5912.8,5919.0,5911.2,5919.0,5914.0,53,62690000,48355.0
60,IC2106,10:42:00,20201217,20201217,5919.0,5924.4,5919.0,5920.8,5921.0,58,68690000,48331.0
60,IC2106,10:43:00,20201217,20201217,5920.8,5925.0,5920.0,5920.6,5922.0,22,26060000,48329.0
60,IC2106,10:44:00,20201217,20201217,5920.6,5923.0,5920.6,5921.4,5921.0,16,18950000,48327.0
60,IC2106,10:45:00,20201217,20201217,5921.4,5930.0,5921.4,5929.8,5927.0,62,73500000,48321.0
60,IC2106,10:46:00,20201217,20201217,5928.4,5934.6,5928.4,5932.6,5932.0,71,84240000,48317.0
60,IC2106,10:47:00,20201217,20201217,5932.6,5933.2,5927.2,5927.2,5931.0,36,42710000,48322.0
60,IC2106,10:48:00,20201217,20201217,5927.2,5935.0,5926.8,5935.0,5932.0,28,33220000,48323.0
60,IC2106,10:49:00,20201217,20201217,5935.0,5943.4,5933.8,5943.4,5938.0,87,103330000,48326.0
60,IC2106,10:50:00,20201217,20201217,5943.4,5953.6,5943.4,5951.0,5949.0,103,122560000,48313.0
60,IC2106,10:51:00,20201217,20201217,5951.0,5962.6,5951.0,5957.0,5957.0,136,162050000,48308.0
60,IC2106,10:52:00,20201217,20201217,5957.2,5964.6,5956.8,5956.8,5961.0,126,150230000,48304.0
60,IC2106,10:53:00,20201217,20201217,5956.8,5960.0,5951.4,5953.2,5956.0,74,88150000,48299.0
60,IC2106,10:54:00,20201217,20201217,5953.2,5957.4,5953.0,5955.2,5955.0,37,44070000,48307.0
60,IC2106,10:55:00,20201217,20201217,5955.2,5959.8,5954.8,5959.6,5957.0,63,75070000,48298.0
60,IC2106,10:56:00,20201217,20201217,5959.6,5960.0,5954.6,5956.8,5957.0,51,60770000,48294.0
60,IC2106,10:57:00,20201217,20201217,5957.0,5960.2,5955.6,5960.2,5958.0,39,46480000,48305.0
60,IC2106,10:58:00,20201217,20201217,5960.0,5962.4,5957.2,5957.2,5959.0,27,32180000,48303.0
60,IC2106,10:59:00,20201217,20201217,5957.2,5961.0,5957.0,5960.0,5958.0,53,63160000,48297.0
60,IC2106,11:00:00,20201217,20201217,5960.0,5962.0,5958.8,5959.6,5960.0,51,60800000,48297.0
60,IC2106,11:01:00,20201217,20201217,5960.4,5971.0,5960.4,5971.0,5965.0,89,106190000,48282.0
60,IC2106,11:02:00,20201217,20201217,5971.0,5973.6,5968.8,5970.0,5970.0,58,69260000,48277.0
60,IC2106,11:03:00,20201217,20201217,5970.0,5971.6,5964.0,5964.2,5967.0,38,45350000,48279.0
60,IC2106,11:04:00,20201217,20201217,5963.2,5964.2,5960.0,5961.0,5961.0,38,45310000,48281.0
60,IC2106,11:05:00,20201217,20201217,5960.0,5962.8,5959.2,5960.8,5960.0,19,22650000,48279.0
60,IC2106,11:06:00,20201217,20201217,5960.8,5963.0,5960.4,5961.6,5960.0,20,23840000,48266.0
60,IC2106,11:07:00,20201217,20201217,5961.6,5961.6,5953.0,5953.0,5958.0,24,28600000,48260.0
60,IC2106,11:08:00,20201217,20201217,5953.0,5956.6,5953.0,5956.2,5954.0,25,29770000,48251.0
